,teks,label,clean_teks
186,Rp29rb/bln utk 3 bln (hrg normal Rp59rb utk bln ke-4 dst) bisa NELPON & SMS SEPUASNYA ke IM3 plus kuota 1+1GB(4G)+10GB (4G).Mau? Ketik YA ke 919 sd 21 Juni 2016,2,rprbbln untuk bulan hrg normal rprb untuk bulan ke dst bisa telpon sms puas ke im plus kuota gbggb gmau ketik ya ke sd juni
187,Rp30rb/bln utk 3 bln (hrg normal Rp59rb utk bln ke-4 dst) bisa NELPON & SMS SEPUASNYA ke IM3 plus kuota 3GB+10GB (4G).  Mau? Ketik YA ke 919 sd 05-Aug-16,2,rprbbln untuk bulan hrg normal rprb untuk bulan ke dst bisa telpon sms puas ke im plus kuota gbgb g mau ketik ya ke sd aug
188,Saatnya pindah ke jaringan 4G TERCEPAT. Tukar kartu Anda di Gerai IndosatOoredoo Jl.Jend Soedirman-Purwokerto &dptkn bns Rp25rb (utk Nelp/SMS ke IndosatOoredoo),2,saat pindah ke jaring g cepat tukar kartu anda di gerai indosatooredoo jljend soedirmanpurwokerto dptkn bns rprb untuk nelpsms ke indosatooredoo
189,Segera aktivasi rekening BTPN Wow! anda. Ketik *247# tekan Yes / Call lalu buat PIN rahasia Anda. Info lengkap hub. 1500300,2,segera aktivasi rekening btpn wow anda ketik tekan ya telepon lalu buat pin rahasia anda info lengkap hub
190,Selamat Anda mendapatkan voucher Berrybenka Rp100rb. Masukkan kode voucher TW96d saat transaksi di www.berrybenka.com/simPATI. Mau voucher lain? Hub *999*1#,2,selamat anda dapat voucher berrybenka rprb masuk kode voucher twd saat transaksi di mau voucher lain hub
191,Selamat Anda mendapatkan voucher Lazada Rp100rb. Masukkan kode voucher TSt88 saat transaksi di www.lazada.co.id/simPATI. Mau voucher lain? Hub *999*1#,2,selamat anda dapat voucher lazada rprb masuk kode voucher tst saat transaksi di mau voucher lain hub
192,Selamat Anda mendapatkan voucher Zalora Rp100rb. Masukkan kode voucher TSU59 saat transaksi di www.zalora.co.id/simPATI. Mau voucher lain? Hub *999*1#,2,selamat anda dapat voucher zalora rprb masuk kode voucher tsu saat transaksi di mau voucher lain hub
193,Selamat Anda telah mendapatkan BONUS pulsa Rp 100.000 ke sesama Indosat Ooredoo berlaku 3 hari dan Poin senyum Anda bertambah. Cek bonus *557*8#,2,selamat anda telah dapat bonus pulsa rupiah ke sama indosat ooredoo laku hari dan poin senyum anda tambah cek bonus
194,"Selamat bergabung di Tri, nikmati kuota 3GB utk 30 hari.Kuota akan diperpanjang otomatis selama pulsa cukup. Nikmati bonus kuota berlipat hingga 1GB setiap perpanjangan. Kartu otomatis menjadi non-aktif jika dlm waktu 3 bln tdk ada aktivitas sama sekali",2,selamat gabung di tri nikmat kuota untuk harikuota akan panjang otomatis lama pulsa cukup nikmat bonus kuota lipat hingga tiap panjang kartu otomatis jadi nonaktif jika dlm waktu bulan tidak ada aktivitas sama sekali
195,Selamat Paket 50 SMS ke semua operator Anda telah aktif. Cek kuota di *888#,2,selamat paket sms ke semua operator anda telah aktif cek kuota di
196,Selamat Paket Anda telah aktif. Cek kuota di *889#,2,selamat paket anda telah aktif cek kuota di
197,Selamat Paket BBM Gratis Anda telah diaktifkan. Paket BBM ini berlaku untuk 30 hari,2,selamat paket bbm gratis anda telah aktif paket bbm ini laku untuk hari
198,"Selamat Paket Flash 10 MB (1 hari) Rp.2500 telah diaktifkan, berlaku s/d tgl 07/08/2016 pk. 23:59 WIB. Paket langsung diperpanjang pada akhir masa aktif paket dengan tarif sesuai lokasi Anda. Cek status/berhenti berlangganan melalui *363#. Info detail tarif lihat di Tsel.me/internet",2,selamat paket flash mbak hari rupiah telah aktif laku sd tanggal pakai wib paket langsung panjang pada akhir masa aktif paket dengan tarif sesuai lokasi anda cek statusberhenti langgan lalu info detail tarif lihat di tselmeinternet
199,"Selamat tambahan Flash Anda sudah aktif, berlaku s.d. 2016-08-07 23:59:59.",2,selamat tambah flash anda sudah aktif laku sd
200,"Selamat! Anda berhak membeli PAKET PAS untuk Nelpon, SMS, Internetan, Video, dan NSP. Pilih paketnya MULAI Rp500 di *100*999#, hanya berlaku HARI INI! Info: 188",2,selamat anda hak beli paket pas untuk telpon sms internetan video dan nsp pilih paket mulai rupiah di hanya laku hari ini info
201,Selamat! Anda sudah mengaktifkan INSTINK utk dpt info menarik dari Telkomsel. Info berhenti program:*600*600#. CS:133/188,2,selamat anda sudah aktif instink untuk dpt info tarik dari telkomsel info henti program cs
202,Selamat!!anda telah mendapat gratis 200 sms dari SMSGIFT dari no. 6285258952502. Info CS : 133/188,2,selamatanda telah dapat gratis sms dari smsgift dari nomor info cs
203,"Selamat, Anda mendapatkan kuota Tsel sebesar 100SMS. Cek kuota melalui *889#. Info: www.telkomsel.com",2,selamat anda dapat kuota besar sms cek kuota lalu info
204,"Selamat, Anda telah membeli Paket Combo Kenyang  Internet As. Cek bonus di *889#.",2,selamat anda telah beli paket combo kenyang internet as cek bonus di
205,Sensasi seru main game yang belum pernah ada. Ayo bergabung dengan para heroes di Game HIT. Download Gratis di http://bit.ly/2c6jsXN,2,sensasi seru main game yang belum pernah ada ayo gabung dengan para heroes di game hit download gratis di
206,"Seru banget main 8 Ball Pool, pakai pulsa bisa banget loh Bro untuk beli koin games lainnya, cek caranya di http://tsel.me/jajanonline",2,seru banget main ball pool pakai pulsa bisa banget loh bro untuk beli koin games lain cek cara di
207,Smartfren Gratis Mi-Fi/modem 4G Tahun baru saatnya ganti gadget baru Bawa pulang Mi-Fi 4Gm-mu dg tunjukan sms ini ke Galeri SF & isi pulsa 100rb disana s/d 13Jan Info:888,2,smartfren gratis mifimodem g tahun baru saat ganti gadget baru bawa pulang mifi gmmu dg tunjuk sms ini ke galeri sf isi pulsa sana sd jan info
208,"Special PROMO! BONUS KUOTA 500MB (1hr)! Cukup isi ulang mulai dari 5,000 hari ini! Ayo buruan isi pulsa sekarang juga. T580",2,special promo bonus kuota mbak hr cukup isi ulang mulai dari hari ini ayo buru isi pulsa sekarang juga t
209,"Spesial untuk Anda! Paket Flash Volume Ultima, kuota 1,8GB/30hr, kuota lebih banyak! Harga mulai Rp60rb di *100*473#. Tarif&lokasi cek di tsel.me/FL",2,spesial untuk anda paket flash volume ultima kuota gbhr kuota lebih banyak harga mulai rprb di tariflokasi cek di tselmefl
210,Spesial untuk Anda! Paket Internet Hemat Kuota berlimpah. Hanya Rp35 Ribu kuota 2.5 GB/30 hari. Aktifkan sekarang juga di *550*905#. Buruan..! SKB,2,spesial untuk anda paket internet hemat kuota limpah hanya rupiah ribu kuota hari aktif sekarang juga di buru skb
211,"SPESIAL utk kamu pelanggan setia Indosat Ooredoo. Bonus 14 hari masa aktif, 10 menit telp dan 100 SMS, CUMA isi ulang s/d 16 Desember 2015. (bonus berlaku 1x)",2,spesial untuk kamu langgan setia indosat ooredoo bonus hari masa aktif menit telepon dan sms cuma isi ulang sd desember bonus laku x
212,"Sticker LINE yang lucu-lucu banyak banget loh, beli yuk dengan pulsamu, gampang banget, coba yuk",2,stiker line yang luculucu banyak banget loh beli yuk dengan pulsa gampang banget coba yuk
213,"SUPER Wow! Gratis 12 GB buat kamu, ckup dgn isi pulsa minimun Rp 100 Ribu s.d 22 November. Hanya berlaku satu kali kesempatan & berlaku akumulasi loh! TL053C",2,super wow gratis buat kamu ckup dgn isi pulsa minimun rupiah ribu sd november hanya laku satu kali sempat laku akumulasi loh tlc
214,"Tambahan THR dr MatahariMall. Kode THR6 utk Diskon 6% Elektronik, kode THR15 utk Diskon 15% Lifestyle, kode THR25 utk Diskon 25% Fashion. http://mthr.ml/TSELTHR",2,tambah thr dr mataharimall kode thr untuk diskon elektronik kode thr untuk diskon lifestyle kode thr untuk diskon fashion
215,Terima Kasih telah menggunakan Paket Data dari Indosat. Info detail tekan *123#,2,terima kasih telah guna paket data dari indosat info detail tekan
216,"Terima kasih telah menjadi pelanggan setia Indosatooredoo. Download Video + BONUS GRATIS Nelpon 60 Menit, hubungi *900*8#",2,terima kasih telah jadi langgan setia indosatooredoo download video bonus gratis telpon menit hubung
217,"Terima kasih telah menjadi Sahabat IndosatOoredoo, dapatkan Video & Game seru + Gratis telp di *323*2#",2,terima kasih telah jadi sahabat indosatooredoo dapat video game seru gratis telepon di
218,"Terima kasih telah menjadi Sahabat IndosatOoredoo. Kenalan tanpa batas dan BONUS GRATIS NELPON 60 menit, hub *955*1# lalu YA/OK",2,terima kasih telah jadi sahabat indosatooredoo kenal tanpa batas dan bonus gratis telpon menit hub lalu yaok
219,Terima kasih telah menjadi Sahabat IndosatOoredoo. Mau tahu RAHASIA2 TERHEBOH ARTIS-ARTIS TOP + bonus gratis nelpon 60 menit?Tlp *700*1#,2,terima kasih telah jadi sahabat indosatooredoo mau tahu rahasia heboh artisartis top bonus gratis telpon menittlp
220,"Terima kasih telah menjadi Sahabat IndosatOoredoo. Download Video + BONUS GRATIS Nelpon 60 Menit, hubungi *900*8#",2,terima kasih telah jadi sahabat indosatooredoo download video bonus gratis telpon menit hubung
221,"Terima kasih tlh melakukan isi ulang tgl. 20.02.2016. GRATIS NELPON 60Menit+VIDEO, tekan *900*9# lalu YES/OK",2,terima kasih telah laku isi ulang tanggal gratis telpon menitvideo tekan lalu yesok
222,"Terkini, ungkapin apa yang ada dipikiranmu lewat sticker line, beli pake pulsa TSel https://store.line.me/ download di stickershop",2,kini ungkapin apa yang ada pikir lewat stiker line beli pakai pulsa download di stickershop
223,Terus Isi saldo TCASHmu dan nikmati aneka promo di merchants partner TCASH! Cek promo terbaru TCASH di tsel.me/tappromo,2,terus isi saldo tcashmu dan nikmat aneka promo di merchants partner tcash cek promo baru tcash di tselmetappromo
224,Thank you for your appreciation & trust in using Telkomsel service. For further feedback please advice & text sms to 1166 (FREE)(for int'l charged),2,thank kamu for your appreciation percaya in using telkomsel servis for further feedback mohon nasehat text sms untuk freefor intl charged
225,Tingkatkan nilai isi ulang Anda selanjutnya minimal Rp10ribu untuk bisa mendapatkan Paket MURAH PAS di *100*999#. Info 188.,2,tingkat nilai isi ulang anda lanjut minimal rpribu untuk bisa dapat paket murah pas di info
226,Tri berBAGI bonus PULSA di bulan pernuh berkah! Isi pulsa min. 5rb dapet bonus pulsa 10rb utk nelp ke nmr Tri! Hanya hari ini saja! Ayo buruan isi pulsa! T496,2,tri bagi bonus pulsa di bulan pernuh berkah isi pulsa min dapet bonus pulsa untuk telpon ke nomor tri hanya hari ini saja ayo buru isi pulsa t
227,"TrmKsh Anda Tlh Berhasil Mengisi Pulsa SMARTFREN 10.000.Mau Jualan PULSA/BAYAR LISTRIK,SPEEDY/TELKOM Hub:Agen BAROKAH/Mp Reload.Pasti untung?",2,trmksh anda telah hasil isi pulsa smartfren mau jual pulsabayar listrikspeedytelkom hubagen barokahmp reloadpasti untung
228,Udah top up coins di LINE utk beli sticker atau themes? Beli skrg jg pake pulsa utk tambah koleksi-mu! Cek caranya di http://tsel.me/jajanonline,2,sudah top up coins di line untuk beli stiker atau themes beli sekarang jg pakai pulsa untuk tambah koleksi cek cara di
229,"Use my invite code, nxmvf722ue, and get a free ride up to Rp75,000. Redeem it at https://www.uber.com/invite/nxmvf722ue",2,use my invite code nxmvfue and get a free ride up untuk rupiah redeem it at
230,Wow! Diskon 50% utk pembelian paket Flash 6GB + BONUS 60Menit CUMA Rp60rb utk 30hr di *999*606# SEKARANG! Tunggu apalagi buruan! S&K berlaku,2,wow diskon untuk beli paket flash bonus menit cuma rprb untuk hr di sekarang tunggu apalagi buru sk laku
231,Wow! Promo diperpanjang sd 13 Agt. Khusus kamu! Tukar HP Smartfrenmu dengan Andromax E LTE Cuma 709rb dr 999rb. Ayo datangi Gallery Smartfren terdekat.,2,wow promo panjang sd agt khusus kamu tukar hp smartfrenmu dengan andromax e lte cuma dr ayo datang gallery smartfren dekat
232,"Yang lain penuh batasan,kami beri kebebasa n. DOUBLE KUOTA BONUS 10GB(4G), UNLIMITED Nelp&SMS, Musik streaming gak pakai Kuota!cuma dg FREEDOM COMBO. Daftar*123#",2,yang lain penuh batasankami beri kebebasa n double kuota bonus gbg unlimited nelpsms musik streaming gak pakai kuotacuma dg freedom combo daftar
233,Yuk dengerin secara langsung update keseharian Seleb dr Blog Suaranya! Tlp *5094* GRATIS 3hr lalu Rp2500/mgg.CS:838. VAS280,2,yuk dengerin cara langsung update hari seleb dr blog suara telepon gratis hr lalu rpmggcs vas
234,"Yuk INTERNET-an NGEBUT utk akses FB, Twitter, & Chatting dgn beli Paket Flash 500MB/7hr (sesuai zona lokasi) mulai Rp25rb di *100*433# cek tarif di tsel.me/FL",2,yuk internetan kebut untuk akses fb twitter chatting dgn beli paket flash mbhr sesuai zona lokasi mulai rprb di cek tarif di tselmefl
235,"Yuk temen belanja di google play, mudah banget loh, pakai pulsa juga bisa, http://tsel.me/jajanonline",2,yuk temen belanja di google play mudah banget loh pakai pulsa juga bisa
236,"Yuk tetap gunakan Flash Volume Ultima utk update informasi Anda, kuota 60MB/7hr mulai Rp7rb di *100*431#. Tarif&lokasi cek di tsel.me/FL",2,yuk tetap guna flash volume ultima untuk update informasi anda kuota mbhr mulai rprb di tariflokasi cek di tselmefl
237,Mau nonton bioskop gratis bersama keluarga? Cigna berikan khusus untuk Anda. Tunggu telepon dari kami. Info Cigna Klik bit.ly/tentangCIGNA,2,mau nonton bioskop gratis sama keluarga cigna ikan khusus untuk anda tunggu telepon dari kami info cigna klik bitlytentangcigna
238,Yuks internetan seru-seruan dg Flash Volume Ultima kuota 1.8GB/30hr mulai dari Rp60rb sesuai zona lokasi. Hub *363*145#. Info tarif & lokasi lihat di tsel.me/FL,2,yuks internetan seruseruan dg flash volume ultima kuota gbhr mulai dari rprb sesuai zona lokasi hub info tarif lokasi lihat di tselmefl
239,"Jika anda bermasalah dgn CC/KT@, stres dgn bunga, pelunasan disc s/d 75%. Hub: ATY 082134976289(wa)/087888869297. LEGAL",1,jika anda masalah dgn cckt stres dgn bunga lunas disc sd hub aty wa legal
240,"Lelah byr min payment? Kami Solusinya, bantu secara LEGAL penutupan CC/KTA, dscn 50-75%. Hub.LoLyta 081316523061/087822962308 (WA). LEGAL",1,lelah bayar min payment kami solusi bantu cara legal tutup cckta dscn hublolyta wa legal
241,"Dana Tunai (KTA) bunga 0,99% hingga 300 jt. Syarat KTP & CC.
Bisa Dgn BPKB rate 0.99% 3 hari CAIR . hub AYU 081584650877 (WA).mhn maaf bila menggangu",1,dana tunai kta bunga hingga jt syarat ktp cc bisa dgn bpkb rate hari cair hub ayu wamhn maaf bila menggangu
242,"“ROXI CELL” Hanya dengan Rp.100rb Anda bisa jadi agen pulsa elektrik ke semua Operator GSM/CDMA,v5=4300,v10=8300,Utk daftar ketik MTRONIK kirim ke 087870870707",1,roxi cell hanya dengan rprb anda bisa jadi agen pulsa elektrik ke semua operator gsmcdmavvutk daftar ketik mtronik kirim ke
243,3 RAMADHAN Selamat Anda Pemenang Rp.100jt. PIN CODE 7Y7R8K9Z Info: www.hadiah-3ramadhan.blogspot.com   ,1,ramadhan selamat anda menang rpjt pin code yrkz info
244,Anda brminat cash&kredit mtor scond brg istmwa tipe&merk apa sj.dsini mnyediakn 50 unit dr thn 2004 keatas hub 087739124242/085743146233 MS DEDIKTP luar yk bs.,1,anda brminat cashkredit motor scond barang istmwa tipemerk apa sjdsini mnyediakn unit dr tahun atas hub ms dediktp luar yk bisa
245,ANDA MAU MENANG TOGEL 100% Tembus pasang shio 7 tunggal angka 07.31.19.43....ingat maharnya pulsa 100rb dikirim ke no 0823...xxx khusus putaran SGP SENIN,1,anda mau menang togel tembus pasang shio tunggal angka ingat mahar pulsa kirim ke nomor xxx khusus putar sgp senin
246,Anda mempunyai 3 pesan suara dari 083139195872; untuk mendengarkan pesan suara anda silahkan tekan *886*10000*083139195872# tekan OK/YA. Bebas biaya. Terima kasih,1,anda punya pesan suara dari untuk dengar pesan suara anda silah tekan tekan okya bebas biaya terima kasih
247,Anda pmain togel sring kalah.mau bagi hasil. MBAH JOKO bisah mbntu anda SIO/ANGKA dari RETUWAL Berminat. Hub : MBAH JOKO.di. 085217984299 Dijamin 100% tembus,1,anda main togel sering kalahmau bagi hasil mbah joko bisah mbntu anda sioangka dari retuwal minat hub mbah jokodi jamin tembus
248,"ANEKA SHOP Berbagi Promo Type Blackberry DAKOTA 2,4 jt, TOURCH 1,7 jt, ONIX.2 1,5 jt, GEMINI 800 rb, U/Pemesanan 085325557999 Pin BB-2A96DE82 www.aneka999.blogspot.com",1,aneka shop bagi promo type blackberry dakota jt tourch jt onix jt gemini upemesanan pin bbade
249,Anyonghaseyo! Ngaku KPOPers Sejati?? Ayo lengkapi koleksi Video Kpopmu di http://kpop.xl.co.id. Skrg Harga video lebih murah loh! Info*123*2200#,1,anyonghaseyo ngaku kpopers sejati ayo lengkap koleksi video kpopmu di sekarang harga video lebih murah loh info
250,"Artha Cell diskon Brg elektronik BB Dakota 3 juta BB Onyx3 2,8 jt Camera DLL HUB Sms ke : 085335875777 Pin BB 28BDDF4D www.arthajaya-cell.blogspot.com",1,artha cell diskon barang elektronik bb dakota juta bb onyx jt camera dll hub sms ke pin bb bddfd
251,"Ass, mengenai rumah dan tanah yg kemarin, sy sdah survei, sy mrasa cocok, untuk nego harga hubungi atau sms suami saya, pak. haji. dermawan; 085796022225.",1,ass kena rumah dan tanah yang kemarin saya sudah survei saya rasa cocok untuk nego harga hubung atau sms suami saya pak haji dermawan
252,"Ass, Sy Randy. Mengenai mobil yg sdh sy liat kondisi'y , kebetulan kami berminat. Mohon hub Bapa sy utk dibicarakan hrg netnya; Dr.H.DARMAWAN 0812xxxxxxx",1,ass saya randy kena mobil yang sudah saya liat kondisiy betul kami minat mohon hub bapa saya untuk bicara hrg net drhdarmawan xxxxxxx
253,"Ass,maaf sy WAHYU.mengenai Mobil bpk yg mau di jual sy sudah lihat dan cocok, Untuk nego hrg silahkan Hub saudara sy di 081219550857 dgn pak JUSMAN SAFEI (TP)",1,assmaaf saya wahyumengenai mobil bapak yang mau di jual saya sudah lihat dan cocok untuk nego hrg silah hub saudara saya di dgn pak jusman safei tetapi
254,Ass. Maaf sy by hj.suri yang kemarin survey rumah anda. Mengenai harga bisa hub suami saya H. SIGIT tlp 081316005639.terima kasih,1,ass maaf saya by hjsuri yang kemarin survey rumah anda kena harga bisa hub suami saya h sigit telepon terima kasih
255,"Ass.sy SUGIYONO yg tempo hari mngenai mobil TOYOTANYA,sy brminat,cocok,tlong hub sodara sy dlu,untuk negosiasi harganya. A/N;ABDULLAH HP;081389909777",1,asssy sugiyono yang tempo hari mngenai mobil toyotanyasy brminatcocoktlong hub saudara saya dluuntuk negosiasi harga anabdullah hp
256,"Assalamu alaikum,saya RESKI dr Costumer Servis TRI PLAZA SEMANGGI lt.1 JL.jend sudirman jkt pst sdh m-hubungi anda waktu pengundian di lakukan tapi no.anda tdk tersambung, jd kami krimkn lwt SMS sebelum jatuh tempo, bahwa no.anda menang undian dr TRI 2014 jenis hadiah 1unit mobil SUZUKI ERTIGA NEW,dengan PIN 2D45CS77, jadi silahkan cek terlebih dahulu di website; www.tricare.jimdo.com /hub; 021-40161777 / 08994179888 ",1,assalamu alaikumsaya reski dr costumer servis tri plaza semanggi lt jljend sudirman jkt pasti sudah mhubungi anda waktu undi di laku tapi noanda tidak sambung jd kami krimkn lwt sms belum jatuh tempo bahwa noanda menang undi dr tri jenis hadiah unit mobil suzuki ertiga newdengan pin dcs jadi silah cek lebih dahulu di situs hub
257,"Assalamu alaiqum, nenek masuk rumah sakit tolong kirimkan dulu ulsa 50 ribu di nomor ini 0852 3173 7479, mau telpon nanti di rumah sakit saya ganti uangnya.",1,assalamu alaiqum nenek masuk rumah sakit tolong kirim dulu ulsa ribu di nomor ini mau telepon nanti di rumah sakit saya ganti uang
258,ayah isikan pulsa xl 50rb di no 0818643929 sekarang penting,1,ayah isi pulsa xl di nomor sekarang penting
259,"Bapak tukokno pulsa AS ndisek 20ribu iki nmrku anyar 085316079211 cepet saiki tak enteni,penteng bpk ada msalah dikantor polisi,jangan dulu sms/tlp",1,bapak belikan pulsa as ndisek ribu iki nmrku anyar cepet sekarang tidak entenipenteng bapak ada masalah kantor polisijangan dulu smstlp
260,"BELANJA ONLINE Promo Disc 50% BB Dakota 2,8jt BB Onyx3 2,2jt BB Z10 3,5jt DLL, Info/sms: 085775102735 PIN:BB.2A03F3F2 Atau Klik: www.jaya-olshop.blogspot.com",1,belanja online promo disc bb dakota jt bb onyx jt bb z jt dll infosms pinbbaff atau klik
261,BELANJA ONLINE TOKO RESKY DISCON 50% BB LAPTOP SAMSUNG IPAD NOKIA DLL U/pemesanan/order  call/sms 085322222699 kunjungi web kami di www.reskiy-shop.blogspot.com,1,belanja online toko resky discon bb laptop samsung ipad nokia dll upemesananorder callsms kunjung situs kami di
262,Belikan dulu mama pulsa simpati 20 ribu ini nomor barunya mama 081223052854. kalau bisa kirim sekarang secepatnya penting. Ini hpnya orang mama pinjam,1,belikan dulu mama pulsa simpati ribu ini nomor baru mama kalau bisa kirim sekarang cepat penting ini hpnya orang mama pinjam
263,"Bella bingung bang mau nulis apa, daripada aq nulis panjang2 tapi serba salah, mending langsung ngobrol di tlpn aja deh bang ini no telp aq 0809-100-xxxx :)",1,bella bingung bang mau nulis apa daripada saya nulis panjang tapi serba salah mending langsung ngobrol di telepon saja deh bang ini nomor telepon saya xxxx
264,"berkah 1000 poin"" Nomor Anda mndpt Hadiah ke-I Pin d377hi8, silahkan verifikasi Pin Pemenang di situs resmi www.berkah1000poin.wix.com/prize",1,berkah poin nomor anda mndpt hadiah kei pin dhi silah verifikasi pin menang di situs resmi
265,"Berkat isi ulang pulsa No anda T,pilih sbg pemenang Cek tunai Rp.75jt dri PT.M-KIOS PIN:(5N939F7) U/INFO KLIK www.pt-mkios15.blogspot.com",1,berkat isi ulang pulsa nomor anda tpilih bagai menang cek tunai rpjt dri ptmkios pinnf uinfo klik
266,Berkat isi ulang pulsa No Anda Terpilih sbg Pemenang kejutan tri Men-dpt cek TUNAI 100jt dr PLANET-3CARE PIN:b8337h9 cek hadiah anda di www.planet-3care2015.blogspot.com,1,berkat isi ulang pulsa nomor anda pilih bagai menang kejut tri mendpt cek tunai jt dr planetcare pinbh cek hadiah anda di
267,"BIG SALE !!! DISCOUND 40% Z10-4,4jt IPHONE 5 32GB-3,7jt S.NOTE 2-3,8jt CAMERA, LAPTOP dll PIN BB 28AB8391 Call/sms: 0897-9844-777 Kunjungi www.indracell.com",1,big sale discound zjt iphone gbjt snote jt camera laptop dll pin bb ab callsms kunjung
268,"BIG SALE 50% SINAR Blackberry -Z10 Rp.3,8jt -Dakota Rp 2,8jt -Tourch Rp 2jt -Davis Rp950 rb Infohub/sms: -089664054777 -297CCFA7 www.snr-bb.blogspot.com",1,big sale sinar blackberry z rpjt dakota rupiah jt tourch rupiah jt davis rupiah infohubsms ccfa
269,"Blackberry City Jual Blackberry Discond 40% Dakota 2,5jt Torch2 2,2jt Onyx3 2,1jt Davis 1,3jt Gemini 3G 1,1jt U/info Hub: Ibu.Anita 081315277257 PIN BB:29762D76",1,blackberry city jual blackberry discond dakota jt torch jt onyx jt davis jt gemini g jt uinfo hub ibuanita pin bbd
270,"BLACKBERRY ONLINE BIG SAL 50% BB Z10 Rp. 4 jt DAKOTA Rp.2,8 jt Samsung note II Rp. 3 jt Iphone 5 16GB Rp. 3jt Laptop,camera&DLL Minat, Invite to BBM PIN : 25A4FF8C",1,blackberry online big sal bb z rupiah jt dakota rupiah jt samsung note ii rupiah jt iphone rupiah jt laptopcameradll minat invite untuk bbm pin affc
271,Bpk/Ibu Mengenai Rekening Anda Terpilih Sebagai Pemenang  Cek 35jt Dri BNI U/Info klik www.promobni46.tk Kode Cek 03299757 Hub.085288991559,1,bpkibu kena rekening anda pilih bagai menang cek jt dri bni uinfo klik kode cek hub
272,"Bpk/Ibu Yth, Pemilik No.08994150xxx PIN Undian:4881247 Resmi m-dptkan Rp.15jt Cs: 02199545139 atau Klik: 3care2016.com",1,bpkibu yang hormat milik noxxx pin undi resmi mdptkan rpjt cs atau klik carecom
273,"BPR SYARIAH di Yogya siap melayani pembiayaan usaha anda.syarat:copy KTP,KK,Buku Nikah, cukup dg jaminan bpkb.sertipikat,proses survey cepat hub: 082133271400",1,bpr syariah di yogya siap layan biaya usaha andasyaratcopy ktpkkbuku nikah cukup dg jamin bpkbsertipikatproses survey cepat hub
274,"Butuh Dana Tunai Cepat 25-250 Juta Dgn Bunga Rendah 1,35% Flat/Bln Proses Dijamin 3 Hari Syarat Mudah Info Ibu YANI : 081218986001",1,butuh dana tunai cepat juta dgn bunga rendah flatbln proses jamin hari syarat mudah info ibu yani
275,CAHAYA TRAVEL TIKET Murah & promo untuk penerbangan Domestic & Internasional ONLINE BOOKING 24 jam hub 081310537888 kelik www.cahayatourtravel.com,1,cahaya travel tiket murah promo untuk terbang domestic internasional online booking jam hub kelik
276,"Casino online terbesar, www.jayabet4.com , daftarkan diri+ Raih bonus referral+ bonus cashback sportsbook 0.25% setiap minggu. Mainkan di Smartphone dan PC anda",1,casino online besar daftar diri raih bonus referral bonus cashback sportsbook tiap minggu main di smartphone dan pc anda
277,Dapatkan E-TICKET Promo untuk penerbangan DOMESTIK & INTERNASIONAL melalui Via Online mudah & aman. Hub ; 085285485509 klick. www.mhegatravel.com,1,dapat eticket promo untuk terbang domestik internasional lalu via online mudah aman hub klick
278,Dapatkan e-Tiket Murah & Promo Untuk Penerbangan Domestic & International BOOKING ONLINE Info Hub: 085216181177 www.surya-travel.jimdo.com,1,dapat etiket murah promo untuk terbang domestic international booking online info hub
279,"Dapatkan Segera TIKET Murah & Promo DiTRAVEL Kmi,Untuk Penerbangan Domestik & Internasional ONLINE BOOKING 24 Jam Anda Berminat Hub:085318303276",1,dapat segera tiket murah promo ditravel kmiuntuk terbang domestik internasional online booking jam anda minat hub
280,dapatkan total hadiah ratusan juta rupiah di Kota 1000 Berkah. Caranya? Klik www.murahituim3.com/kota1000berkah Program s.d 9 Agustus 2013,1,dapat total hadiah ratus juta rupiah di kota berkah cara klik program sd agustus
281,Daptkn e-TIKET pesawat PROMO melayani Domestik and internasional booking ONLINE cepat & aman hub: 085217845777/082310204777 Link www.citiling-travel.com,1,daptkn etiket pesawat promo layan domestik and internasional booking online cepat aman hub link
282,"De inih bapa pake no temen, tolong kirimin pulsa ke no inih soalnya penring banget, nanti di rumah digantiin",1,de inih bapa pakai nomor temen tolong kirimin pulsa ke nomor inih soal penring banget nanti di rumah digantiin
283,"Di sini saja uangnya ditransfer ke rek Bank xxx (4413-0100-0226-XXX) A/N xxx, kalau sudah SMS di no ini 085215113xxx",1,di sini saja uang transfer ke rek bank xxx xxx an xxx kalau sudah sms di nomor ini xxx
284,"Di transfer saja Uang'nya ke rekening BNI ini, a/n. ISMAWATI. Rek: 0248147033. SMS saja klo sdh kirim.",1,di transfer saja uang ke rekening bni ini an ismawati rek sms saja klo sudah kirim
285,"Dijual ticket SUPER JUNIOR TGL 28/29 APRIL dan LADY GAGA TGL 03 JUNI harga Gold=2,25jt tribun3=1,25jt info hub;0853-9937-1888 lady-ticket.webs.com",1,jual ticket super junior tanggal april dan lady gaga tanggal juni harga goldjt tribunjt info hub ladyticketwebscom
286,Dptkan e-tiket Promo Untuk Penerbangan Domestic & Internasional Booking ONLINE 24 jam Info Hub : 081316899123,1,dptkan etiket promo untuk terbang domestic internasional booking online jam info hub
287,"Gebyar poin plus-plus INDOSAT Edisi 2013 priode ke'9, No PIN undian anda (d377hi8) Resmi meraih hadiah, utk info; www.gebyarINDOSATpoinplus.weebly.com",1,gebyar poin plusplus indosat edisi priode ke nomor pin undi anda dhi resmi raih hadiah untuk info
